realClass,\histAge,\histAgePerReview,\histReviewsPerUser,\histDiscussionCount,\histIPCount,\histReviewCount,\histUserCount,\histModifiedLinesRate,\histOccasionalUsersReviewsRate,\histLastThreeMonthsReviewsRate,\histMostActiveUsersReviewsRate,\histStdReviewsPerUser,\histReviewsPerDay,\histProbReview,\ari,\flesch,\coleman,\kincaid,\fog,\smog,\li,\numPerguntas,\numPassiveVoice,\porcMenoresFrases,\porcMaioresFrases,\porcConjucoes,\numAuxiliarVerb,\inicioArtigo,\inicioPronome,\inicioConjuncaoSubordinadas,\inicioConjuncao,\porcSubstantivacao,\porcPreposicao,\inicioPronomeInterrogativo,\inicioPreposicoes,\wordCount,\sentenceCount,\porcToBe,\numPronomes,\netAssortativityInOut,\netAssortativityOutIn,\charCount,\netAssortativityInIn,\netInDegree,\netOutDegree,\netAssortativityOutOut,\netClusteringCoefficient,\netLinkCount,\netTranslationCount,\netReciprocity,\netPageRank,\CitPerTLen,\ImagesPerSec,\numCitations,\CitPerSec,\minSLen,\maxSLen,\stdSLen,\minAbsLen,\XLinksPerSec,\ssCount,\sCount,\numExtLink,\tamMaiorFrase,\avgSLen,\meanSubsectionPerSection,\LinksPerTLen,\avgPLen,id
'FA',1684.0,2.8,6.87,66.0,46.0,754.0,708.0,7.31,14.85,3.18,72.41,37.66,0.4477,1.23332E-4,12.7,58.1,11.1,10.9,13.9,11.9,47.5,1.0,224.0,0.5167,0.2049,0.0402,22.0,81.0,48.0,14.0,1.0,16,0.1308,3.0,85.0,10393.0,449.0,0.0303,273.0,0.06,0.08,86533.0,0.0,21.0,485.0,1.34,0.06472,528.0,1.0,0.02268,9095,1018.0353,1.8462,85.0,6.5385,10.0,8858.0,53.68,1163.0,1.7692,16.0,13.0,23.0,121.0,6656385,1.2308,163.8883,547.0,1775924
'FA',2151.0,13.75,3.09,37.0,43.0,284.0,241.0,0.53,30.63,0.35,43.66,8.5,132,3.49273E-5,12.4,58.4,11.3,10.6,13.5,11.8,46.8,0.0,63.0,0.4706,0.1838,34,9.0,39.0,18.0,8.0,0.0,0.0223,0.1318,1.0,16.0,3004.0,136.0,0.0266,84.0,0.14,0.02,29352.0,0.01,37.0,123.0,0.46,0.04827,126.0,7.0,0.06504,1.2607,1223.0,1.6,24.0,2.4,12.0,3260.0,280.5,1345.0,0.2,5.0,10.0,2.0,72.0,2935.2,0.5,232.9524,130.6087,5215729
'ST',1230.0,8.49,1.5,2.0,52.0,82.0,30.0,12.5,29.27,7.32,7.32,1.19,0.0667,5.81942E-7,12.6,63.0,12.0,9.8,11.4,9.8,51.2,0.0,5.0,0.5455,0.1818,0.0427,1.0,3.0,0.0,0.0,0.0,0.0085,0.1197,0.0,0.0,234.0,11.0,0.0256,6.0,0.01,0.0,1962.0,0.0,3.0,8.0,0.02,0.16667,8.0,0.0,125,0.0063,0.0,0.0,0.0,0.0,130.0,549.0,198.56,324.0,1.25,0.0,4.0,5.0,73.0,490.5,0.0,245.25,46.8,6038206
'AC',1618.0,1.02,13.12,10.0,17.0,568.0,551.0,39.53,8.8,18.31,87.5,73.82,0.3511,8.3177E-6,13.1,54.8,11.7,11.3,14.4,12.5,50.1,1.0,146.0,0.4379,0.1739,0.0344,8.0,65.0,24.0,12.0,0.0,0.0252,0.1239,3.0,39.0,7376.0,322.0,0.0254,164.0,0.55,0.1,51339.0,0.04,97.0,247.0,1.39,0.08652,314.0,3.0,0.2996,3.5147,0.0,1375,0.0,0.0,1372.0,10589.0,457.33,2200.0,0.0,0.0,8.0,0.0,75.0,6417375,0.0,163.5,88.8675,2119332
'GA',2860.0,0.11,3.3,792.0,2957.0,6886.0,3929.0,37.07,20.01,6.62,29.92,19.86,2.4077,0.00647112,19.1,49.2,12.1,15.1,17.8,12.9,56.4,0.0,90.0,673,0.1887,0.0415,12.0,32.0,13.0,7.0,2.0,0.0126,0.0921,0.0,24.0,5571.0,159.0,0.0269,137.0,18.77,0.84,48642.0,3.7,2492.0,566.0,4.26,0.00799,583.0,46.0,0.74205,9.9615,1569.0968,0.6154,31.0,2.3846,15.0,6866.0,514.0,1948.0,2.2308,2.0,13.0,29.0,513.0,3741.6924,0.1538,83434,168.8182,15604
'BC',2314.0,6.02,1.8,13.0,46.0,208.0,162.0,2.78,53.37,2.88,15.38,1.49,0.0899,1.17506E-5,13.4,55.0,12.4,11.2,14.4,12.5,50.7,0.0,40.0,0.5175,0.2982,0.0478,5.0,13.0,7.0,6.0,0.0,0.0227,138,1.0,5.0,2551.0,114.0,0.0212,79.0,0.29,0.07,19953.0,0.03,58.0,145.0,0.74,0.0955,157.0,4.0,0.06897,2.4128,1108.5,0.0,18.0,1.8,36.0,3171.0,121.42,1092.0,1.3,9.0,10.0,13.0,104.0,1995.3,0.9,127.0892,283.4444,285200
'BC',2276.0,4.18,2.71,10.0,62.0,238.0,176.0,22.17,28.57,8.4,24.79,3.64,0.1046,3.17154E-6,12.8,63.2,13.3,9.3,11.8,10.6,52.5,0.0,10.0,0.6111,0.1111,0.0427,0.0,3.0,2.0,0.0,0.0,0.0142,0.1111,0.0,2.0,351.0,18.0,0.0285,4.0,0.56,0.01,4900.0,0.03,120.0,59.0,0.28,0.04403,69.0,14.0,0.33898,0.7485,0.0,0.8333,0.0,0.0,157.0,1007.0,173.95,847.0,1.3333,1.0,6.0,8.0,79.0,816.6667,0.1667,71.0145,50.1429,313915
'AC',2862.0,0.95,3.85,808.0,571.0,1722.0,1151.0,12.88,17.94,4.53,34.55,10.91,0.6017,2.11807E-4,16.7,43.0,12.7,14.5,18.1,14.9,58.5,0.0,114.0,0.5961,0.2069,0.0479,19.0,26.0,17.0,3.0,0.0,19,0.1115,0.0,18.0,5884.0,203.0,0.0304,141.0,16.4,0.43,60606.0,2.05,2210.0,461.0,3.42,0.01133,514.0,58.0,0.50759,7.6406,1683.5,0.9091,36.0,3.2727,21.0,9508.0,306.36,2314.0,4.1818,18.0,11.0,46.0,303.0,5509636,1.6364,117.9105,133.7273,25534
'ST',1788.0,41.86,2.0,3.0,1.0,23.0,22.0,0.0,47.83,8.7,47.83,3.0,0.0129,4.62233E-9,12.3,57.7,12.1,10.3,13.1,11.7,51.5,0.0,8.0,0.4444,0.1111,0.0272,0.0,0.0,5.0,2.0,0.0,0.0082,0.1608,0.0,3.0,367.0,18.0,0.0245,15.0,0.04,0.01,2773.0,0.0,7.0,31.0,0.19,0.04524,33.0,1.0,0.06452,0.1848,0.0,1.0,0.0,0.0,2407.0,2407.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,84.0303,52.4286,1372886
'SB',2624.0,90.03,1.14,1.0,0.0,16.0,16.0,29.41,100.0,12.5,12.5,0.36,0.0061,9.6846E-9,10.1,60.2,11.2,9.1,11.5,10.7,34.6,0.0,1.0,0.0,0.0,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,0.1176,0.0,1.0,17.0,1.0,0.0588,1.0,0.04,0.0,269.0,0.0,5.0,4.0,0.03,0.16071,9.0,0.0,0.25,0.0489,0.0,0.0,0.0,0.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,29.8889,8.5,90506
'BC',1692.0,4.53,2.37,8.0,49.0,158.0,109.0,9.3,32.28,12.03,34.18,4.28,0.0934,3.9219E-7,13.5,55.6,12.1,11.2,14.5,12.5,48.2,0.0,45.0,0.5119,0.1548,0.0433,4.0,10.0,4.0,4.0,0.0,0.0273,0.1062,0.0,10.0,1940.0,84.0,0.0294,47.0,0.5,0.01,17145.0,0.01,100.0,101.0,0.51,0.08643,114.0,15.0,0.32673,1.5414,4286.25,0.2857,4.0,0.5714,114.0,6211.0,199.05,2261.0,0.0,0.0,7.0,0.0,177.0,2449.2856,0.0,150.3947,114.1176,1735070
'GA',1527.0,7.0,7.18,56.0,7.0,129.0,122.0,0.91,13.95,3.1,54.26,16.71,0.0845,5.31025E-7,20.8,28.8,14.0,18.0,21.0,16.5,65.8,0.0,53.0,0.5976,0.2683,0.0628,30.0,17.0,4.0,7.0,0.0,0.05,0.1103,1.0,5.0,2900.0,82.0,0.0407,67.0,0.65,0.32,23471.0,0.16,41.0,81.0,1.29,0.11851,85.0,1.0,0.34568,0.9,1564.7333,0.7143,15.0,2.1429,13.0,7771.0,251.72,2394.0,1.2857,4.0,7.0,9.0,170.0,3353.0,0.5714,276.1294,116.0,2766531
'GA',1718.0,4.38,2.62,43.0,68.0,272.0,204.0,7.21,32.72,3.68,33.09,6.75,0.1583,2.29505E-6,15.6,54.9,11.3,12.8,15.8,12.6,54.2,0.0,49.0,0.5484,0.2473,0.0496,12.0,19.0,16.0,4.0,0.0,0.0097,0.1393,0.0,6.0,2684.0,93.0,0.0332,111.0,0.15,0.15,20241.0,0.02,23.0,160.0,1.06,0.03543,163.0,2.0,0.06875,2104,2891.5713,0.6364,7.0,0.6364,10.0,3646.0,489.02,538.0,1.5455,0.0,11.0,17.0,87.0,1840091,0.0,124.1779,99.4074,1618577
'FA',2835.0,0.99,2.66,570.0,1142.0,3086.0,1944.0,10.94,27.61,2.27,28.84,10.39,1.0885,0.00253834,19.3,34.5,14.4,16.3,19.5,15.7,65.0,0.0,109.0,0.5698,0.1899,0.0544,53.0,30.0,17.0,7.0,0.0,0.0221,0.1299,0.0,28.0,5658.0,179.0,0.0306,133.0,4.34,0.47,71598.0,0.57,675.0,558.0,3.59,0.02656,580.0,44.0,0.40323,7.0995,873.1463,0.75,82.0,10.25,13.0,6382.0,597.68,1774.0,3125,15.0,8.0,25.0,202.0,8949.75,1875,123.4448,157.1667,6868
'BC',2649.0,0.52,2.36,68.0,455.0,938.0,483.0,36.06,26.97,11.19,19.3,3.89,0.3541,7.9502E-5,12.6,54.4,13.7,10.2,13.3,12.1,49.1,0.0,132.0,0.5117,0.1667,0.0456,10.0,88.0,14.0,8.0,0.0,0.0169,0.1035,0.0,28.0,7761.0,426.0,0.0219,106.0,4.22,0.26,65446.0,0.45,951.0,554.0,2.46,0.03742,585.0,16.0,0.52888,7.3927,2974818,1.2941,22.0,1.2941,10.0,5542.0,105.62,1571.0,3.0,22.0,17.0,51.0,182.0,3849.7646,1.2941,111.8735,136.1579,77884
'BC',2093.0,4.08,2.01,13.0,83.0,240.0,157.0,1.92,35.42,3.33,20.0,2.81,0.1147,7.74235E-6,19.9,41.9,13.1,16.1,19.3,14.8,62.2,0.0,46.0,0.6761,0.2113,0.0446,5.0,17.0,8.0,3.0,1.0,0.0221,0.1145,0.0,9.0,2488.0,71.0,0.0354,59.0,0.14,0.01,24254.0,0.0,40.0,97.0,0.33,0.04819,101.0,2.0,0.1134,1.0872,1276.5262,0.5455,19.0,1.7273,40.0,3820.0,79.67,1995.0,1.6364,0.0,11.0,18.0,236.0,2204.9092,0.0,240.1386,165.8667,513501
'GA',2209.0,1.45,3.14,64.0,216.0,618.0,402.0,8.03,22.98,8.09,34.63,10.26,0.2798,3.06613E-5,13.4,58.7,11.3,11.1,13.9,11.7,49.0,0.0,61.0,0.5536,0.1875,0.0645,29.0,33.0,21.0,7.0,0.0,0.0074,0.1235,1.0,7.0,2713.0,112.0,0.0343,80.0,0.46,0.04,29466.0,0.03,132.0,150.0,0.53,0.03869,150.0,9.0,0.06,0.9346,1281.1304,0.7778,23.0,2.5556,26.0,3579.0,374.17,2227.0,1.1111,4.0,9.0,10.0,109.0,3274.0,0.4444,196.44,301.4444,365342
'FA',1864.0,1.05,7.06,95.0,93.0,644.0,551.0,10.86,13.35,5.59,62.73,34.7,0.3455,2.29421E-5,25.3,26.0,14.1,20.7,24.3,17.7,75.3,4.0,99.0,0.6258,0.2761,0.0424,44.0,40.0,11.0,7.0,0.0,0.0282,0.1173,2.0,13.0,7257.0,163.0,0.0251,144.0,0.7,0.08,56492.0,0.05,125.0,210.0,1.18,0.05085,213.0,5.0,0.1619,5.5702,680.6265,1.0,83.0,9.2222,158.0,5428.0,904.39,2690.0,0.4444,8.0,9.0,4.0,367.0,6276.8887,0.8889,265.2207,279.1154,1094752
'SB',1305.0,8.77,1.39,5.0,34.0,59.0,25.0,5.88,42.37,5.08,5.08,0.61,0.0452,8.6992E-9,10.8,72.5,9.8,8.4,11.4,9.8,39.8,0.0,10.0,0.6,0.1333,0.0219,1.0,5.0,0.0,0.0,0.0,0.0063,116,0.0,1.0,319.0,15.0,0.0533,2.0,0.25,0.01,3493.0,0.01,31.0,54.0,0.44,0.15899,58.0,0.0,0.40741,584,0.0,0.0,0.0,0.0,1974.0,1974.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,60.2241,31.9,5028146
'GA',904.0,0.54,3.0,12.0,5.0,47.0,42.0,4.76,29.79,4.26,59.57,7.2,52,8.12953E-8,11.7,62.7,11.6,9.5,12.7,11.4,47.1,0.0,11.0,0.6957,0.2391,0.0454,0.0,12.0,0.0,1.0,0.0,0.0238,0.1307,0.0,1.0,926.0,46.0,0.0227,9.0,0.24,0.05,7128.0,0.02,50.0,110.0,0.54,0.17115,141.0,1.0,0.19091,0.5026,792.0,0.25,9.0,2.25,126.0,2312.0,56.35,877.0,0.25,0.0,4.0,1.0,117.0,1782.0,0.0,50.5532,154.3333,11715434
'GA',2316.0,1.2,2.78,68.0,544.0,1058.0,514.0,17.35,21.83,7.47,25.99,9.42,0.4568,9.74431E-5,19.6,45.0,12.0,16.0,19.1,14.2,60.8,0.0,113.0,0.6736,0.1917,0.0391,37.0,26.0,34.0,10.0,1.0,0.0193,0.1301,0.0,22.0,6989.0,193.0,0.0285,262.0,1.29,0.06,61436.0,0.08,318.0,220.0,0.9,0.05178,225.0,17.0,0.20455,2607,975.1746,1.0,63.0,5.25,15.0,4738.0,168.16,3373.0,1.8333,20.0,12.0,22.0,345.0,5119.6665,1.6667,273.0489,436.8125,284379
'FA',2834.0,1.23,4.48,380.0,362.0,1536.0,1174.0,5.34,18.49,5.14,48.76,18.07,542,2.61253E-4,16.3,45.6,13.2,13.7,17.0,14.1,56.9,0.0,123.0,0.5637,201,0.0513,35.0,29.0,15.0,9.0,0.0,0.0163,0.1054,3.0,15.0,5579.0,204.0,35,105.0,24.22,0.79,62589.0,5.27,2327.0,349.0,3.63,0.00805,366.0,49.0,0.38395,4911,1117.6606,0.4615,56.0,4.3077,12.0,6354.0,317.16,1702.0,1.1538,13.0,13.0,15.0,265.0,4814.5386,1.0,171.0082,109.3922,4220
'BC',2488.0,1.28,2.2,37.0,159.0,412.0,253.0,21.6,31.8,8.74,17.72,2.99,0.1656,1.0737E-5,16.0,53.5,11.4,13.1,16.4,13.0,53.3,0.0,81.0,0.6345,0.2138,0.0501,16.0,23.0,23.0,5.0,1.0,0.0168,0.1165,1.0,10.0,4292.0,145.0,0.0317,196.0,1.17,0.18,30626.0,0.17,216.0,220.0,1.19,0.05108,235.0,2.0,0.35455,4.8579,1701.4445,0.8571,18.0,2.5714,14.0,10570.0,118.19,1476.0,0.7143,3.0,7.0,5.0,179.0,4375143,0.4286,130.3234,148.0,180475
'BC',836.0,0.5,3.58,31.0,44.0,180.0,136.0,53.52,25.56,34.44,33.89,7.22,0.2153,1.5961E-6,28.1,24.7,13.4,22.6,26.2,17.8,82.0,0.0,7.0,0.5455,0.2727,0.0407,4.0,0.0,1.0,1.0,0.0,0.0053,0.0956,0.0,1.0,565.0,11.0,0.0159,36.0,0.01,0.0,14210.0,0.0,6.0,60.0,0.12,0.15774,64.0,0.0,0.03333,0.5324,888125,0.3333,16.0,2.6667,55.0,2204.0,145.66,1147.0,1.8333,1.0,6.0,11.0,102.0,2368.3333,0.1667,222.0313,141.25,12823596
'ST',2144.0,45.05,1.69,2.0,2.0,24.0,22.0,0.0,50.0,0.0,20.83,1.49,0.0112,1.87917E-7,13.8,30.8,16.1,13.1,16.9,14.3,53.7,0.0,14.0,0.3571,0.0714,0.0693,5.0,4.0,1.0,1.0,0.0,0.0065,0.1255,0.0,0.0,462.0,28.0,0.0368,9.0,0.09,0.02,4501.0,0.01,11.0,32.0,0.26,0.07622,32.0,1.0,0.0625,0.4427,0.0,1.0,0.0,0.0,898.0,3324.0,634.98,3335.0,4.0,0.0,1.0,4.0,36.0,4501.0,0.0,140.6563,77.0,434161
'FA',1685.0,1.73,5.07,7.0,174.0,559.0,385.0,3.75,13.6,6.8,32.92,13.1,0.3318,4.77816E-5,28.1,22.8,16.6,21.6,23.3,16.0,76.3,0.0,6.0,0.7407,0.2469,0.0027,3.0,12.0,0.0,0.0,0.0,0.0032,0.0342,0.0,1.0,3743.0,81.0,0.0021,3.0,3.07,0.67,43063.0,0.55,432.0,527.0,3.74,0.04744,529.0,0.0,0.58634,10.3776,5382875,0.25,8.0,2.0,36.0,5353.0,158.77,2117.0,2.0,7.0,4.0,8.0,270.0,10765.75,1.75,81.4045,1871.5,1773067
'BC',2360.0,0.99,2.11,49.0,297.0,753.0,456.0,29.24,33.33,11.82,17.66,2.83,0.3191,8.44764E-5,15.0,47.1,13.5,12.6,15.5,13.3,55.8,0.0,37.0,0.5846,0.1846,0.0483,8.0,13.0,10.0,1.0,0.0,0.0167,121,1.0,7.0,1554.0,65.0,36,54.0,0.47,0.02,14079.0,0.02,81.0,89.0,0.52,0.02703,97.0,14.0,0.08989,0.8339,4693.0,0.1429,3.0,0.4286,275.0,3505.0,426.0,3514.0,1.5714,1.0,7.0,11.0,159.0,2011.2856,0.1429,145.1443,119.5385,246472
'SB',1584.0,39.27,1.33,2.0,0.0,4.0,4.0,0.0,100.0,0.0,50.0,0.58,0.0025,5.23854E-11,10.2,67.5,12.4,7.6,10.0,9.7,51.7,0.0,2.0,0.5,0.0,0.0667,0.0,0.0,1.0,0.0,0.0,0.0,0.0667,0.0,0.0,30.0,2.0,0.0667,1.0,0.0,0.0,482.0,0.0,3.0,7.0,0.01,0.08889,9.0,0.0,0.0,9,0.0,0.0,0.0,0.0,390.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,53.5556,10.0,2343661
'ST',1788.0,3.47,1.52,9.0,56.0,147.0,91.0,30.05,51.7,12.93,14.29,1.86,0.0822,3.26201E-7,11.1,64.5,10.1,9.6,13.0,11.4,44.1,0.0,47.0,0.4857,0.1714,0.0439,11.0,15.0,13.0,5.0,0.0,0.0067,0.1099,0.0,9.0,1502.0,70.0,0.0446,65.0,0.11,0.02,11085.0,0.01,23.0,75.0,0.36,0.04582,82.0,0.0,0.10667,0.9913,11085.0,0.2,1.0,0.2,127.0,3220.0,206.67,440.0,1.0,3.0,5.0,5.0,88.0,2217.0,0.6,135.1829,68.2727,1373336
'BC',1403.0,19.98,2.91,2.0,2.0,34.0,32.0,10.89,35.29,32.35,58.82,5.7,0.0242,2.42369E-9,9.1,63.6,11.2,8.0,10.9,10.4,40.5,0.0,15.0,451,0.1176,0.0537,6.0,7.0,5.0,3.0,0.0,0.0174,0.0953,0.0,4.0,745.0,51.0,0.0322,28.0,0.03,0.01,9010.0,0.0,8.0,60.0,0.23,0.09423,66.0,0.0,0.05,0.3326,1501.6667,0.1,6.0,0.6,15.0,1428.0,267.74,759.0,0.8,0.0,10.0,8.0,66.0,901.0,0.0,136.5152,93125,3870228
'FA',2446.0,2.9,2.08,82.0,159.0,496.0,337.0,8.87,37.5,5.04,28.02,3.94,0.2028,3.28267E-5,12.8,44.2,13.2,12.0,15.0,13.3,50.5,0.0,65.0,568,144,0.0437,22.0,20.0,19.0,5.0,0.0,0.0269,0.1208,0.0,7.0,2450.0,125.0,0.04,99.0,0.7,0.06,33897.0,0.03,109.0,197.0,1.27,0.03179,201.0,26.0,0.17766,3.0545,1027.1818,0.3333,33.0,2.75,10.0,4867.0,756.88,873.0,1.8333,1.0,12.0,22.0,163.0,2824.75,0.0833,168.6418,111.3636,199665
'ST',1577.0,23.42,1.47,5.0,5.0,30.0,25.0,0.0,70.0,0.0,13.33,0.87,19,4.53645E-8,10.7,72.9,10.0,8.2,10.7,9.1,41.6,0.0,6.0,0.5,0.25,0.0607,0.0,5.0,0.0,0.0,0.0,0.0,0.1215,0.0,1.0,247.0,12.0,0.0243,2.0,0.36,0.01,2894.0,0.0,30.0,33.0,0.4,0.16715,47.0,0.0,0.51515,0.5277,0.0,0.0,0.0,0.0,48.0,1577.0,27.71,1590.0,0.5,0.0,2.0,1.0,46.0,1447.0,0.0,61.5745,49.4,2391571
'AC',1233.0,47.18,1.4,2.0,2.0,9.0,7.0,0.0,77.78,0.0,33.33,0.89,0.0073,5.44272E-11,7.7,68.8,9.8,7.1,9.4,9.4,36.3,0.0,9.0,0.3,0.0,0.0401,2.0,5.0,3.0,1.0,0.0,0.0073,0.1825,1.0,3.0,274.0,20.0,0.0328,9.0,0.06,0.0,2941.0,0.0,4.0,13.0,0.19,0.14167,13.0,3.0,0.07692,0.0198,0.0,0.1667,0.0,0.0,59.0,528.0,74.84,62.0,0.1667,0.0,6.0,1.0,24.0,490.1667,0.0,226.2308,34.25,6003832
'GA',2835.0,1.03,2.91,570.0,801.0,2048.0,1247.0,28.84,24.9,6.84,29.54,15.98,0.7224,1.46758E-4,13.1,60.0,11.5,10.7,14.0,12.0,48.4,0.0,55.0,0.5323,0.1855,47,5.0,22.0,15.0,6.0,0.0,0.0214,111,0.0,12.0,2892.0,124.0,29,107.0,1.06,0.03,28635.0,0.06,240.0,111.0,0.49,0.01698,114.0,17.0,0.28829,2.0028,954.5,0.5556,30.0,3.3333,14.0,3581.0,335.32,1553.0,0.6667,3.0,9.0,6.0,209.0,3181.6667,0.3333,251.1842,99.7241,25491
'BC',1861.0,2.07,2.0,22.0,89.0,255.0,166.0,8.58,36.08,12.55,18.43,2.25,137,6.03744E-6,16.6,40.0,14.1,14.3,17.9,15.0,58.6,0.0,53.0,0.5733,0.12,0.0479,28.0,7.0,8.0,2.0,0.0,0.0217,0.1179,0.0,6.0,1985.0,75.0,0.0398,52.0,1.33,0.09,21220.0,0.08,141.0,170.0,1.6,0.01942,183.0,10.0,0.16471,4.8749,2122.0,0.2222,10.0,1.1111,37.0,3879.0,252.9,746.0,3.0,10.0,9.0,27.0,173.0,2357.7778,1.1111,115.9563,79.4,1106830
'AC',1321.0,28.29,1.31,2.0,2.0,19.0,17.0,7.14,89.47,5.26,15.79,0.63,0.0144,6.42071E-8,15.1,47.3,11.9,13.3,16.2,13.5,57.2,0.0,8.0,0.3571,0.2143,0.0612,5.0,2.0,2.0,2.0,0.0,0.0931,0.1011,0.0,2.0,376.0,14.0,0.0293,13.0,0.0,0.0,2768.0,0.0,1.0,20.0,0.06,0.05952,20.0,0.0,0.0,0.2046,0.0,0.0,0.0,0.0,23.0,2271.0,46.19,2276.0,0.0,0.0,2.0,0.0,53.0,1384.0,0.0,138.4,125.3333,4818164
'BC',1995.0,2.97,2.07,12.0,24.0,82.0,58.0,30.49,34.15,29.27,31.71,3.83,0.0411,1.78384E-6,15.2,50.8,12.0,12.8,16.9,14.1,54.0,0.0,55.0,0.5063,0.1392,0.0372,8.0,25.0,10.0,4.0,0.0,0.0259,0.1286,1.0,7.0,2123.0,79.0,0.0419,72.0,0.38,0.08,15747.0,0.04,50.0,102.0,0.77,0.06192,112.0,0.0,0.29412,1.8727,3149.4,0.5,5.0,1.25,158.0,11538.0,183.8,1893.0,3.0,0.0,4.0,12.0,121.0,3936.75,0.0,140.5982,141.5333,725242
'ST',1684.0,46.31,3.67,1.0,2.0,13.0,11.0,0.0,15.38,0.0,69.23,4.62,0.0077,8.13789E-8,9.9,57.0,11.4,9.3,13.5,12.2,49.7,0.0,8.0,0.3333,0.0,0.0206,2.0,2.0,2.0,1.0,0.0,0.0052,0.1134,0.0,2.0,194.0,12.0,0.0464,2.0,0.08,0.01,2556.0,0.0,15.0,36.0,0.19,0.19573,39.0,2.0,0.27778,0.6689,0.0,0.25,0.0,0.0,133.0,506.0,119.85,509.0,0.5,0.0,4.0,2.0,25.0,639.0,0.0,65.5385,38.8,1774557
'FA',2840.0,2.09,3.29,315.0,1051.0,2977.0,1926.0,4.93,21.16,1.28,34.7,20.9,1.0482,0.00331847,23.8,17.0,16.7,20.1,24.2,19.1,74.8,0.0,113.0,0.5509,0.2874,0.0643,66.0,24.0,21.0,3.0,0.0,0.0266,0.1287,2.0,15.0,6202.0,167.0,0.0379,202.0,23.94,1.12,93624.0,5.26,2185.0,465.0,5.1,0.00518,475.0,67.0,0.31398,5.9475,628349,0.8,149.0,9.9333,15.0,5468.0,371.84,2610.0,0.5333,5.0,15.0,8.0,215.0,6241.6,0.3333,197.1032,310.1,9028799
'GA',1254.0,1.49,4.43,47.0,61.0,256.0,195.0,1.32,19.92,14.45,48.05,14.05,0.2041,9.80397E-7,17.2,49.6,10.7,14.6,17.4,13.1,53.8,1.0,27.0,0.6,0.2429,0.0376,11.0,3.0,5.0,3.0,0.0,0.0124,0.1171,2.0,18.0,2339.0,70.0,0.0188,132.0,0.08,0.02,21597.0,0.0,19.0,79.0,0.35,0.11358,83.0,0.0,0.18987,1.1435,981.6818,0.5,22.0,3.6667,10.0,4751.0,70.67,1175.0,0.0,2.0,6.0,0.0,143.0,3599.5,0.3333,260.2048,389.8333,5709850
'ST',2196.0,29.84,1.43,12.0,10.0,40.0,30.0,16.67,65.0,5.0,17.5,0.87,0.0182,1.05141E-7,24.8,28.4,14.6,19.9,23.9,17.8,73.1,0.0,4.0,0.5,0.3333,0.0508,0.0,0.0,0.0,0.0,0.0,0.0117,125,0.0,1.0,256.0,6.0,0.0156,7.0,0.28,0.02,2170.0,0.03,50.0,32.0,0.18,0.03919,32.0,2.0,0.28125,0.3711,0.0,1.0,0.0,0.0,140.0,1676.0,98.99,1683.0,0.0,0.0,1.0,0.0,86.0,2170.0,0.0,67.8125,64.0,380497
'SB',1132.0,21.8,1.57,1.0,3.0,14.0,11.0,31.43,42.86,35.71,35.71,1.51,0.0124,9.11227E-10,10.7,55.0,12.3,9.6,12.7,11.7,40.9,0.0,1.0,0.5,0.0,0.0462,0.0,0.0,0.0,0.0,0.0,0.0308,0.1385,0.0,1.0,65.0,4.0,0.0154,1.0,0.25,0.01,946.0,0.01,23.0,31.0,0.34,0.36637,34.0,4.0,0.54839,0.2421,0.0,0.0,0.0,0.0,604.0,604.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,27.8235,16.25,7629905
'AC',942.0,0.43,4.88,50.0,120.0,374.0,254.0,21.1,13.37,40.37,32.35,10.27,397,1.24256E-5,14.0,56.0,11.9,11.5,14.2,12.0,49.0,0.0,40.0,0.6075,0.1402,0.0379,13.0,18.0,5.0,11.0,0.0,0.0172,78,0.0,2.0,2615.0,107.0,0.0249,60.0,0.06,0.02,29406.0,0.0,22.0,179.0,0.5,0.09872,183.0,1.0,0.10615,1801,653.4667,0.0,45.0,4.5,13.0,2928.0,59.91,969.0,0.2,6.0,10.0,2.0,287.0,2940.6,0.6,160.6885,163.4375,11056991
'GA',2232.0,0.47,2.89,54.0,572.0,1332.0,760.0,20.27,23.2,6.46,24.62,7.53,0.5968,1.6434E-4,19.6,47.6,10.0,16.4,19.6,13.7,62.8,0.0,46.0,0.6095,219,0.0333,8.0,7.0,30.0,4.0,0.0,0.0089,0.1194,0.0,13.0,4144.0,105.0,0.0164,188.0,0.49,0.06,41074.0,0.04,161.0,247.0,0.75,107,253.0,18.0,0.30364,1.9289,696.1695,0.1429,59.0,8.4286,11.0,8786.0,288.44,2090.0,0.1429,5.0,7.0,1.0,412.0,5867.7144,0.7143,162.3478,197.3333,346075
